path_a,split_a,class_a,path_b,split_b,class_b,phash_distance
Train/Cataract/cat_0_5791.jpg,Train,Cataract,Validation/Normal/cat_0_9181.jpg,Validation,Normal,12
Train/Cataract/cat_0_5942.jpg,Train,Cataract,Validation/Normal/cat_0_8176.jpg,Validation,Normal,10
Train/Cataract/cat_0_6031.jpg,Train,Cataract,Validation/Cataract/cat_0_1719.jpg,Validation,Cataract,12
Train/Cataract/cat_0_6028.jpg,Train,Cataract,Validation/Cataract/cat_0_6021.jpg,Validation,Cataract,12
Train/Cataract/cat_0_6162.jpg,Train,Cataract,Validation/Cataract/cat_0_7904.jpg,Validation,Cataract,12
Train/Cataract/cat_0_6184.jpg,Train,Cataract,Validation/Normal/cat_0_443.jpg,Validation,Normal,12
Train/Cataract/cat_0_6405.jpg,Train,Cataract,Validation/Normal/cat_0_9684.jpg,Validation,Normal,12
Train/Cataract/cat_0_6306.jpg,Train,Cataract,Validation/Cataract/cat_0_3358.jpg,Validation,Cataract,12
Train/Cataract/cat_0_6284.jpg,Train,Cataract,Validation/Cataract/cat_0_5120.jpg,Validation,Cataract,12
Train/Cataract/cat_0_6411.jpg,Train,Cataract,Validation/Cataract/cat_0_8635.jpg,Validation,Cataract,12
Train/Cataract/cat_0_104.jpg,Train,Cataract,Validation/Cataract/cat_0_4811.jpg,Validation,Cataract,12
Train/Cataract/cat_0_101.jpg,Train,Cataract,Validation/Cataract/cat_0_4137.jpg,Validation,Cataract,12
Train/Cataract/cat_0_101.jpg,Train,Cataract,Validation/Not Eye/6db125270c.jpg,Validation,Not Eye,10
Train/Cataract/cat_0_10.jpg,Train,Cataract,Validation/Cataract/cat_0_5679.jpg,Validation,Cataract,12
Train/Cataract/cat_0_115.jpg,Train,Cataract,Validation/Cataract/cat_0_6505.jpg,Validation,Cataract,12
Train/Cataract/cat_0_1376.jpg,Train,Cataract,Validation/Cataract/cat_0_4086.jpg,Validation,Cataract,12
Train/Cataract/cat_0_1422.jpg,Train,Cataract,Validation/Cataract/cat_0_9422.jpg,Validation,Cataract,12
Train/Cataract/cat_0_1558.jpg,Train,Cataract,Validation/Cataract/cat_0_3576.jpg,Validation,Cataract,12
Train/Cataract/cat_0_1589.jpg,Train,Cataract,Validation/Cataract/cat_0_7438.jpg,Validation,Cataract,12
Train/Cataract/cat_0_1522.jpg,Train,Cataract,Validation/Cataract/cat_0_6206.jpg,Validation,Cataract,12
Train/Cataract/cat_0_167.jpg,Train,Cataract,Validation/Cataract/cat_0_2330.jpg,Validation,Cataract,12
Train/Cataract/cat_0_177.jpg,Train,Cataract,Validation/Normal/cat_0_5412.jpg,Validation,Normal,12
Train/Cataract/cat_0_1743.jpg,Train,Cataract,Validation/Normal/cat_0_1874.jpg,Validation,Normal,12
Train/Cataract/cat_0_232.jpg,Train,Cataract,Validation/Normal/cat_0_948.jpg,Validation,Normal,12
Train/Cataract/cat_0_329.jpg,Train,Cataract,Validation/Cataract/cat_0_5361.jpg,Validation,Cataract,12
Train/Cataract/cat_0_601.jpg,Train,Cataract,Validation/Normal/cat_0_9235.jpg,Validation,Normal,12
Train/Cataract/cat_0_458.jpg,Train,Cataract,Validation/Normal/cat_0_7143.jpg,Validation,Normal,12
Train/Cataract/cat_0_571.jpg,Train,Cataract,Validation/Cataract/cat_0_622.jpg,Validation,Cataract,12
Train/Cataract/cat_0_731.jpg,Train,Cataract,Validation/Cataract/cat_0_4072.jpg,Validation,Cataract,10
Train/Cataract/cat_0_69.jpg,Train,Cataract,Validation/Cataract/cat_0_6644.jpg,Validation,Cataract,12
Train/Cataract/cat_0_75.jpg,Train,Cataract,Validation/Cataract/cat_0_2611.jpg,Validation,Cataract,10
Train/Cataract/cat_0_739.jpg,Train,Cataract,Validation/Cataract/cat_0_3672.jpg,Validation,Cataract,12
Train/Cataract/cat_0_1913.jpg,Train,Cataract,Validation/Normal/cat_0_9851.jpg,Validation,Normal,12
Train/Cataract/cat_0_1977.jpg,Train,Cataract,Validation/Cataract/cat_0_7410.jpg,Validation,Cataract,12
Train/Cataract/cat_0_2411.jpg,Train,Cataract,Validation/Normal/cat_0_5183.jpg,Validation,Normal,12
Train/Cataract/cat_0_2271.jpg,Train,Cataract,Validation/Cataract/cat_0_6318.jpg,Validation,Cataract,12
Train/Cataract/cat_0_2301.jpg,Train,Cataract,Validation/Not Eye/009bf8eb7d.jpg,Validation,Not Eye,12
Train/Cataract/cat_0_2345.jpg,Train,Cataract,Validation/Cataract/cat_0_3576.jpg,Validation,Cataract,12
Train/Cataract/cat_0_2615.jpg,Train,Cataract,Validation/Cataract/cat_0_6517.jpg,Validation,Cataract,12
Train/Cataract/cat_0_2427.jpg,Train,Cataract,Validation/Cataract/cat_0_6572.jpg,Validation,Cataract,12
Train/Cataract/cat_0_2835.jpg,Train,Cataract,Validation/Cataract/cat_0_6513.jpg,Validation,Cataract,10
Train/Cataract/cat_0_2948.jpg,Train,Cataract,Validation/Cataract/cat_0_5921.jpg,Validation,Cataract,12
Train/Cataract/cat_0_2890.jpg,Train,Cataract,Validation/Cataract/cat_0_4256.jpg,Validation,Cataract,10
Train/Cataract/cat_0_3319.jpg,Train,Cataract,Validation/Normal/cat_0_6801.jpg,Validation,Normal,12
Train/Cataract/cat_0_3320.jpg,Train,Cataract,Validation/Normal/cat_0_8299.jpg,Validation,Normal,12
Train/Normal/cat_0_6969.jpg,Train,Normal,Validation/Normal/cat_0_4709.jpg,Validation,Normal,12
Train/Normal/cat_0_6913.jpg,Train,Normal,Validation/Normal/cat_0_822.jpg,Validation,Normal,12
Train/Normal/cat_0_6895.jpg,Train,Normal,Validation/Normal/cat_0_6288.jpg,Validation,Normal,12
Train/Normal/cat_0_7178.jpg,Train,Normal,Validation/Normal/cat_0_7714.jpg,Validation,Normal,12
Train/Normal/cat_0_7073.jpg,Train,Normal,Validation/Normal/cat_0_9657.jpg,Validation,Normal,12
Train/Normal/cat_0_7135.jpg,Train,Normal,Validation/Normal/cat_0_6442.jpg,Validation,Normal,10
Train/Normal/cat_0_7131.jpg,Train,Normal,Validation/Cataract/cat_0_3358.jpg,Validation,Cataract,12
Train/Normal/cat_0_7047.jpg,Train,Normal,Validation/Normal/cat_0_1023.jpg,Validation,Normal,12
Train/Normal/cat_0_7160.jpg,Train,Normal,Validation/Normal/cat_0_3485.jpg,Validation,Normal,12
Train/Normal/cat_0_7319.jpg,Train,Normal,Validation/Cataract/cat_0_3378.jpg,Validation,Cataract,12
Train/Normal/cat_0_7391.jpg,Train,Normal,Validation/Normal/cat_0_9181.jpg,Validation,Normal,12
Train/Normal/cat_0_7413.jpg,Train,Normal,Validation/Normal/cat_0_2305.jpg,Validation,Normal,12
Train/Normal/cat_0_7515.jpg,Train,Normal,Validation/Normal/cat_0_2874.jpg,Validation,Normal,8
Train/Normal/cat_0_7515.jpg,Train,Normal,Validation/Normal/cat_0_8435.jpg,Validation,Normal,12
Train/Normal/cat_0_7579.jpg,Train,Normal,Validation/Normal/cat_0_6801.jpg,Validation,Normal,12
Train/Normal/cat_0_7735.jpg,Train,Normal,Validation/Normal/cat_0_5640.jpg,Validation,Normal,12
Train/Normal/cat_0_7787.jpg,Train,Normal,Validation/Not Eye/1ae35eed7d.jpg,Validation,Not Eye,12
Train/Normal/cat_0_7910.jpg,Train,Normal,Validation/Normal/cat_0_948.jpg,Validation,Normal,12
Train/Normal/cat_0_7877.jpg,Train,Normal,Validation/Normal/cat_0_6041.jpg,Validation,Normal,12
Train/Normal/cat_0_7877.jpg,Train,Normal,Validation/Normal/cat_0_8711.jpg,Validation,Normal,12
Train/Normal/cat_0_7902.jpg,Train,Normal,Validation/Normal/cat_0_5575.jpg,Validation,Normal,12
Train/Normal/cat_0_7940.jpg,Train,Normal,Validation/Cataract/cat_0_5689.jpg,Validation,Cataract,10
Train/Normal/cat_0_7940.jpg,Train,Normal,Validation/Normal/cat_0_5433.jpg,Validation,Normal,12
Train/Normal/cat_0_8042.jpg,Train,Normal,Validation/Normal/cat_0_6164.jpg,Validation,Normal,12
Train/Normal/cat_0_8077.jpg,Train,Normal,Validation/Normal/cat_0_707.jpg,Validation,Normal,10
Train/Normal/cat_0_8054.jpg,Train,Normal,Validation/Normal/cat_0_5591.jpg,Validation,Normal,12
Train/Normal/cat_0_8016.jpg,Train,Normal,Validation/Normal/cat_0_6991.jpg,Validation,Normal,12
Train/Normal/cat_0_8127.jpg,Train,Normal,Validation/Cataract/cat_0_8770.jpg,Validation,Cataract,12
Train/Normal/cat_0_8312.jpg,Train,Normal,Validation/Cataract/cat_0_361.jpg,Validation,Cataract,12
Train/Normal/cat_0_8259.jpg,Train,Normal,Validation/Normal/cat_0_2206.jpg,Validation,Normal,12
Train/Normal/cat_0_8587.jpg,Train,Normal,Validation/Not Eye/09d6ac553d.jpg,Validation,Not Eye,12
Train/Normal/cat_0_8860.jpg,Train,Normal,Validation/Cataract/cat_0_4322.jpg,Validation,Cataract,12
Train/Normal/cat_0_8757.jpg,Train,Normal,Validation/Normal/cat_0_6191.jpg,Validation,Normal,12
Train/Normal/cat_0_8771.jpg,Train,Normal,Validation/Normal/cat_0_8104.jpg,Validation,Normal,10
Train/Normal/cat_0_9022.jpg,Train,Normal,Validation/Normal/cat_0_425.jpg,Validation,Normal,12
Train/Normal/cat_0_9022.jpg,Train,Normal,Validation/Normal/cat_0_5412.jpg,Validation,Normal,12
Train/Normal/cat_0_9378.jpg,Train,Normal,Validation/Normal/cat_0_174.jpg,Validation,Normal,12
Train/Normal/cat_0_9382.jpg,Train,Normal,Validation/Cataract/cat_0_2566.jpg,Validation,Cataract,12
Train/Normal/cat_0_9452.jpg,Train,Normal,Validation/Normal/cat_0_7334.jpg,Validation,Normal,12
Train/Normal/cat_0_9865.jpg,Train,Normal,Validation/Normal/cat_0_1957.jpg,Validation,Normal,12
Train/Normal/cat_0_9868.jpg,Train,Normal,Validation/Normal/cat_0_4214.jpg,Validation,Normal,12
Train/Normal/cat_0_9869.jpg,Train,Normal,Validation/Normal/cat_0_311.jpg,Validation,Normal,12
Train/Normal/cat_0_9869.jpg,Train,Normal,Validation/Normal/cat_0_755.jpg,Validation,Normal,12
Train/Normal/cat_0_9980.jpg,Train,Normal,Validation/Cataract/cat_0_1726.jpg,Validation,Cataract,10
Train/Normal/cat_0_4130.jpg,Train,Normal,Validation/Normal/cat_0_4673.jpg,Validation,Normal,12
Train/Normal/cat_0_4212.jpg,Train,Normal,Validation/Normal/cat_0_1267.jpg,Validation,Normal,12
Train/Normal/cat_0_4209.jpg,Train,Normal,Validation/Cataract/cat_0_6899.jpg,Validation,Cataract,10
Train/Normal/cat_0_4345.jpg,Train,Normal,Validation/Normal/cat_0_2672.jpg,Validation,Normal,12
Train/Normal/cat_0_4308.jpg,Train,Normal,Validation/Normal/cat_0_3502.jpg,Validation,Normal,10
Train/Normal/cat_0_4308.jpg,Train,Normal,Validation/Normal/cat_0_7724.jpg,Validation,Normal,12
Train/Normal/cat_0_4524.jpg,Train,Normal,Validation/Normal/cat_0_5640.jpg,Validation,Normal,12
Train/Normal/cat_0_4425.jpg,Train,Normal,Validation/Cataract/cat_0_1929.jpg,Validation,Cataract,12
Train/Normal/cat_0_4648.jpg,Train,Normal,Validation/Normal/cat_0_3814.jpg,Validation,Normal,12
Train/Normal/cat_0_4549.jpg,Train,Normal,Validation/Normal/cat_0_2892.jpg,Validation,Normal,12
Train/Normal/cat_0_4663.jpg,Train,Normal,Validation/Cataract/cat_0_3358.jpg,Validation,Cataract,12
Train/Normal/cat_0_4829.jpg,Train,Normal,Validation/Normal/cat_0_5633.jpg,Validation,Normal,10
Train/Normal/cat_0_4836.jpg,Train,Normal,Validation/Normal/cat_0_9851.jpg,Validation,Normal,12
Train/Normal/cat_0_5025.jpg,Train,Normal,Validation/Cataract/cat_0_2448.jpg,Validation,Cataract,12
Train/Normal/cat_0_4974.jpg,Train,Normal,Validation/Normal/cat_0_2874.jpg,Validation,Normal,12
Train/Normal/cat_0_4991.jpg,Train,Normal,Validation/Normal/cat_0_9949.jpg,Validation,Normal,12
Train/Normal/cat_0_5128.jpg,Train,Normal,Validation/Not Eye/0d7ce09f3a.jpg,Validation,Not Eye,12
Train/Normal/cat_0_5328.jpg,Train,Normal,Validation/Normal/cat_0_5123.jpg,Validation,Normal,12
Train/Normal/cat_0_5271.jpg,Train,Normal,Validation/Normal/cat_0_1397.jpg,Validation,Normal,12
Train/Normal/cat_0_5525.jpg,Train,Normal,Validation/Normal/cat_0_6041.jpg,Validation,Normal,12
Train/Normal/cat_0_5712.jpg,Train,Normal,Validation/Normal/cat_0_5942.jpg,Validation,Normal,12
Train/Normal/cat_0_5641.jpg,Train,Normal,Validation/Cataract/cat_0_5689.jpg,Validation,Cataract,12
Train/Normal/cat_0_5866.jpg,Train,Normal,Validation/Normal/cat_0_6191.jpg,Validation,Normal,12
Train/Normal/cat_0_5819.jpg,Train,Normal,Validation/Cataract/cat_0_4937.jpg,Validation,Cataract,12
Train/Normal/cat_0_6086.jpg,Train,Normal,Validation/Cataract/cat_0_3474.jpg,Validation,Cataract,12
Train/Normal/cat_0_6086.jpg,Train,Normal,Validation/Not Eye/07e5754946.jpg,Validation,Not Eye,12
Train/Normal/cat_0_5993.jpg,Train,Normal,Validation/Cataract/cat_0_4644.jpg,Validation,Cataract,10
Train/Normal/cat_0_6300.jpg,Train,Normal,Validation/Cataract/cat_0_269.jpg,Validation,Cataract,12
Train/Normal/cat_0_6400.jpg,Train,Normal,Validation/Normal/cat_0_868.jpg,Validation,Normal,10
Train/Normal/cat_0_6523.jpg,Train,Normal,Validation/Cataract/cat_0_4842.jpg,Validation,Cataract,12
Train/Normal/cat_0_6647.jpg,Train,Normal,Validation/Normal/cat_0_3502.jpg,Validation,Normal,12
Train/Normal/cat_0_6647.jpg,Train,Normal,Validation/Normal/cat_0_4709.jpg,Validation,Normal,12
Train/Normal/cat_0_6651.jpg,Train,Normal,Validation/Normal/cat_0_8338.jpg,Validation,Normal,12
Train/Normal/cat_0_6513.jpg,Train,Normal,Validation/Normal/cat_0_4673.jpg,Validation,Normal,12
Train/Normal/cat_0_6638.jpg,Train,Normal,Validation/Normal/cat_0_1964.jpg,Validation,Normal,10
Train/Normal/cat_0_6638.jpg,Train,Normal,Validation/Normal/cat_0_9893.jpg,Validation,Normal,12
Train/Normal/cat_0_6725.jpg,Train,Normal,Validation/Normal/cat_0_1453.jpg,Validation,Normal,12
Train/Normal/cat_0_6725.jpg,Train,Normal,Validation/Normal/cat_0_8299.jpg,Validation,Normal,12
Train/Normal/cat_0_6725.jpg,Train,Normal,Validation/Normal/cat_0_8551.jpg,Validation,Normal,12
Train/Normal/cat_0_6707.jpg,Train,Normal,Validation/Normal/cat_0_9657.jpg,Validation,Normal,12
Train/Normal/cat_0_6872.jpg,Train,Normal,Validation/Normal/cat_0_8445.jpg,Validation,Normal,12
Train/Normal/cat_0_6872.jpg,Train,Normal,Validation/Normal/cat_0_9038.jpg,Validation,Normal,12
Train/Normal/cat_0_6872.jpg,Train,Normal,Validation/Normal/cat_0_9064.jpg,Validation,Normal,12
Train/Normal/cat_0_6826.jpg,Train,Normal,Validation/Cataract/cat_0_5722.jpg,Validation,Cataract,12
Train/Normal/cat_0_491.jpg,Train,Normal,Validation/Cataract/cat_0_2402.jpg,Validation,Cataract,12
Train/Normal/cat_0_669.jpg,Train,Normal,Validation/Normal/cat_0_3440.jpg,Validation,Normal,12
Train/Normal/cat_0_748.jpg,Train,Normal,Validation/Normal/cat_0_5807.jpg,Validation,Normal,10
Train/Normal/cat_0_805.jpg,Train,Normal,Validation/Normal/cat_0_6483.jpg,Validation,Normal,12
Train/Normal/cat_0_816.jpg,Train,Normal,Validation/Normal/cat_0_5963.jpg,Validation,Normal,12
Train/Normal/cat_0_69.jpg,Train,Normal,Validation/Normal/cat_0_4368.jpg,Validation,Normal,12
Train/Normal/cat_0_991.jpg,Train,Normal,Validation/Normal/cat_0_1023.jpg,Validation,Normal,10
Train/Normal/cat_0_87.jpg,Train,Normal,Validation/Normal/cat_0_9570.jpg,Validation,Normal,12
Train/Normal/cat_0_945.jpg,Train,Normal,Validation/Cataract/cat_0_9243.jpg,Validation,Cataract,12
Train/Normal/cat_0_943.jpg,Train,Normal,Validation/Normal/cat_0_3913.jpg,Validation,Normal,10
Train/Normal/cat_0_1591.jpg,Train,Normal,Validation/Normal/cat_0_1950.jpg,Validation,Normal,8
Train/Normal/cat_0_1653.jpg,Train,Normal,Validation/Normal/cat_0_1009.jpg,Validation,Normal,12
Train/Normal/cat_0_1818.jpg,Train,Normal,Validation/Cataract/cat_0_707.jpg,Validation,Cataract,12
Train/Normal/cat_0_1979.jpg,Train,Normal,Validation/Normal/cat_0_1525.jpg,Validation,Normal,12
Train/Normal/cat_0_1900.jpg,Train,Normal,Validation/Normal/cat_0_7128.jpg,Validation,Normal,12
Train/Normal/cat_0_1893.jpg,Train,Normal,Validation/Normal/cat_0_5463.jpg,Validation,Normal,12
Train/Normal/cat_0_2021.jpg,Train,Normal,Validation/Cataract/cat_0_5689.jpg,Validation,Cataract,12
Train/Normal/cat_0_2074.jpg,Train,Normal,Validation/Normal/cat_0_6401.jpg,Validation,Normal,12
Train/Normal/cat_0_2052.jpg,Train,Normal,Validation/Normal/cat_0_9570.jpg,Validation,Normal,10
Train/Normal/cat_0_2035.jpg,Train,Normal,Validation/Cataract/cat_0_60.jpg,Validation,Cataract,12
Train/Normal/cat_0_2177.jpg,Train,Normal,Validation/Normal/cat_0_7615.jpg,Validation,Normal,12
Train/Normal/cat_0_2204.jpg,Train,Normal,Validation/Normal/cat_0_3045.jpg,Validation,Normal,10
Train/Normal/cat_0_2358.jpg,Train,Normal,Validation/Normal/cat_0_4422.jpg,Validation,Normal,10
Train/Normal/cat_0_2461.jpg,Train,Normal,Validation/Normal/cat_0_5239.jpg,Validation,Normal,12
Train/Normal/cat_0_2356.jpg,Train,Normal,Validation/Normal/cat_0_8427.jpg,Validation,Normal,12
Train/Normal/cat_0_2478.jpg,Train,Normal,Validation/Cataract/cat_0_68.jpg,Validation,Cataract,12
Train/Normal/cat_0_2636.jpg,Train,Normal,Validation/Normal/cat_0_4070.jpg,Validation,Normal,12
Train/Normal/cat_0_2636.jpg,Train,Normal,Validation/Normal/cat_0_5283.jpg,Validation,Normal,12
Train/Normal/cat_0_2590.jpg,Train,Normal,Validation/Normal/cat_0_5412.jpg,Validation,Normal,10
Train/Normal/cat_0_2729.jpg,Train,Normal,Validation/Normal/cat_0_6225.jpg,Validation,Normal,12
Train/Normal/cat_0_2886.jpg,Train,Normal,Validation/Normal/cat_0_8517.jpg,Validation,Normal,12
Train/Normal/cat_0_2889.jpg,Train,Normal,Validation/Cataract/cat_0_5811.jpg,Validation,Cataract,10
Train/Normal/cat_0_2966.jpg,Train,Normal,Validation/Cataract/cat_0_367.jpg,Validation,Cataract,12
Train/Normal/cat_0_2864.jpg,Train,Normal,Validation/Normal/cat_0_5759.jpg,Validation,Normal,12
Train/Normal/cat_0_3245.jpg,Train,Normal,Validation/Normal/cat_0_694.jpg,Validation,Normal,12
Train/Normal/cat_0_3613.jpg,Train,Normal,Validation/Normal/cat_0_6442.jpg,Validation,Normal,12
Train/Normal/cat_0_3655.jpg,Train,Normal,Validation/Normal/cat_0_5911.jpg,Validation,Normal,12
Train/Normal/cat_0_3738.jpg,Train,Normal,Validation/Normal/cat_0_5433.jpg,Validation,Normal,12
Train/Normal/cat_0_1146.jpg,Train,Normal,Validation/Normal/cat_0_425.jpg,Validation,Normal,12
