source_v2_path,class,global_family_id,final_split,status,original_filename,output_filename,final_path
Train/Cataract/cat_0_6901.jpg,Cataract,GF00066,Train,INCLUDED,cat_0_6901.jpg,cat_0_6901.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6901.jpg
Train/Cataract/cat_0_6838.jpg,Cataract,GF00067,Test,INCLUDED,cat_0_6838.jpg,cat_0_6838.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Test/Cataract/cat_0_6838.jpg
Train/Cataract/cat_0_6825.jpg,Cataract,GF00068,Train,INCLUDED,cat_0_6825.jpg,cat_0_6825.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6825.jpg
Train/Cataract/cat_0_6800.jpg,Cataract,GF00069,Train,INCLUDED,cat_0_6800.jpg,cat_0_6800.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6800.jpg
Train/Cataract/cat_0_6859.jpg,Cataract,GF00070,Train,INCLUDED,cat_0_6859.jpg,cat_0_6859.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6859.jpg
Train/Cataract/cat_0_6906.jpg,Cataract,GF00071,Train,INCLUDED,cat_0_6906.jpg,cat_0_6906.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6906.jpg
Train/Cataract/cat_0_6811.jpg,Cataract,GF00072,Train,INCLUDED,cat_0_6811.jpg,cat_0_6811.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6811.jpg
Train/Cataract/cat_0_6918.jpg,Cataract,GF00073,Train,INCLUDED,cat_0_6918.jpg,cat_0_6918.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6918.jpg
Train/Cataract/cat_0_6826.jpg,Cataract,GF00074,Train,INCLUDED,cat_0_6826.jpg,cat_0_6826.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6826.jpg
Train/Cataract/cat_0_6785.jpg,Cataract,GF00075,Train,INCLUDED,cat_0_6785.jpg,cat_0_6785.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6785.jpg
Train/Cataract/cat_0_6900.jpg,Cataract,GF00076,Train,INCLUDED,cat_0_6900.jpg,cat_0_6900.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6900.jpg
Train/Cataract/cat_0_6778.jpg,Cataract,GF00077,Test,INCLUDED,cat_0_6778.jpg,cat_0_6778.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Test/Cataract/cat_0_6778.jpg
Train/Cataract/cat_0_6911.jpg,Cataract,GF00078,Train,INCLUDED,cat_0_6911.jpg,cat_0_6911.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6911.jpg
Train/Cataract/cat_0_6871.jpg,Cataract,GF00079,Train,INCLUDED,cat_0_6871.jpg,cat_0_6871.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6871.jpg
Train/Cataract/cat_0_6897.jpg,Cataract,GF00080,Validation,INCLUDED,cat_0_6897.jpg,cat_0_6897.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Validation/Cataract/cat_0_6897.jpg
Train/Cataract/cat_0_6840.jpg,Cataract,GF00081,Test,INCLUDED,cat_0_6840.jpg,cat_0_6840.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Test/Cataract/cat_0_6840.jpg
Train/Cataract/cat_0_6908.jpg,Cataract,GF00082,Test,INCLUDED,cat_0_6908.jpg,cat_0_6908.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Test/Cataract/cat_0_6908.jpg
Train/Cataract/cat_0_6769.jpg,Cataract,GF00083,Validation,INCLUDED,cat_0_6769.jpg,cat_0_6769.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Validation/Cataract/cat_0_6769.jpg
Train/Cataract/cat_0_6817.jpg,Cataract,GF00084,Train,INCLUDED,cat_0_6817.jpg,cat_0_6817.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6817.jpg
Train/Cataract/cat_0_6820.jpg,Cataract,GF00085,Train,INCLUDED,cat_0_6820.jpg,cat_0_6820.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6820.jpg
Train/Cataract/cat_0_6799.jpg,Cataract,GF00086,Test,INCLUDED,cat_0_6799.jpg,cat_0_6799.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Test/Cataract/cat_0_6799.jpg
Train/Cataract/cat_0_6843.jpg,Cataract,GF00087,Train,INCLUDED,cat_0_6843.jpg,cat_0_6843.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6843.jpg
Train/Cataract/cat_0_6842.jpg,Cataract,GF00088,Validation,INCLUDED,cat_0_6842.jpg,cat_0_6842.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Validation/Cataract/cat_0_6842.jpg
Train/Cataract/cat_0_6809.jpg,Cataract,GF00089,Validation,INCLUDED,cat_0_6809.jpg,cat_0_6809.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Validation/Cataract/cat_0_6809.jpg
Train/Cataract/cat_0_6884.jpg,Cataract,GF00090,Validation,INCLUDED,cat_0_6884.jpg,cat_0_6884.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Validation/Cataract/cat_0_6884.jpg
Train/Cataract/cat_0_6858.jpg,Cataract,GF00091,Train,INCLUDED,cat_0_6858.jpg,cat_0_6858.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6858.jpg
Train/Cataract/cat_0_6888.jpg,Cataract,GF00092,Train,INCLUDED,cat_0_6888.jpg,cat_0_6888.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6888.jpg
Train/Cataract/cat_0_6926.jpg,Cataract,GF00093,Train,INCLUDED,cat_0_6926.jpg,cat_0_6926.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6926.jpg
Train/Cataract/cat_0_6834.jpg,Cataract,GF00094,Train,INCLUDED,cat_0_6834.jpg,cat_0_6834.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6834.jpg
Train/Cataract/cat_0_6875.jpg,Cataract,GF00095,Train,INCLUDED,cat_0_6875.jpg,cat_0_6875.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6875.jpg
Train/Cataract/cat_0_6765.jpg,Cataract,GF00096,Train,INCLUDED,cat_0_6765.jpg,cat_0_6765.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6765.jpg
Train/Cataract/cat_0_6879.jpg,Cataract,GF00097,Train,INCLUDED,cat_0_6879.jpg,cat_0_6879.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6879.jpg
Train/Cataract/cat_0_6794.jpg,Cataract,GF00098,Train,INCLUDED,cat_0_6794.jpg,cat_0_6794.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6794.jpg
Train/Cataract/cat_0_6872.jpg,Cataract,GF00099,Test,INCLUDED,cat_0_6872.jpg,cat_0_6872.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Test/Cataract/cat_0_6872.jpg
Train/Cataract/cat_0_6853.jpg,Cataract,GF00100,Test,INCLUDED,cat_0_6853.jpg,cat_0_6853.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Test/Cataract/cat_0_6853.jpg
Train/Cataract/cat_0_6922.jpg,Cataract,GF00101,Train,INCLUDED,cat_0_6922.jpg,cat_0_6922.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6922.jpg
Train/Cataract/cat_0_6798.jpg,Cataract,GF00102,Test,INCLUDED,cat_0_6798.jpg,cat_0_6798.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Test/Cataract/cat_0_6798.jpg
Train/Cataract/cat_0_6916.jpg,Cataract,GF00103,Train,INCLUDED,cat_0_6916.jpg,cat_0_6916.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6916.jpg
Train/Cataract/cat_0_6815.jpg,Cataract,GF00104,Test,INCLUDED,cat_0_6815.jpg,cat_0_6815.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Test/Cataract/cat_0_6815.jpg
Train/Cataract/cat_0_6841.jpg,Cataract,GF00105,Train,INCLUDED,cat_0_6841.jpg,cat_0_6841.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6841.jpg
Train/Cataract/cat_0_6920.jpg,Cataract,GF00106,Train,INCLUDED,cat_0_6920.jpg,cat_0_6920.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6920.jpg
Train/Cataract/cat_0_6777.jpg,Cataract,GF00107,Test,INCLUDED,cat_0_6777.jpg,cat_0_6777.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Test/Cataract/cat_0_6777.jpg
Train/Cataract/cat_0_6830.jpg,Cataract,GF00108,Train,INCLUDED,cat_0_6830.jpg,cat_0_6830.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6830.jpg
Train/Cataract/cat_0_6874.jpg,Cataract,GF00109,Test,INCLUDED,cat_0_6874.jpg,cat_0_6874.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Test/Cataract/cat_0_6874.jpg
Train/Cataract/cat_0_6824.jpg,Cataract,GF00110,Train,INCLUDED,cat_0_6824.jpg,cat_0_6824.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6824.jpg
Train/Cataract/cat_0_6789.jpg,Cataract,GF00111,Test,INCLUDED,cat_0_6789.jpg,cat_0_6789.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Test/Cataract/cat_0_6789.jpg
Train/Cataract/cat_0_6890.jpg,Cataract,GF00112,Validation,INCLUDED,cat_0_6890.jpg,cat_0_6890.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Validation/Cataract/cat_0_6890.jpg
Train/Cataract/cat_0_6896.jpg,Cataract,GF00113,Train,INCLUDED,cat_0_6896.jpg,cat_0_6896.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Train/Cataract/cat_0_6896.jpg
Train/Cataract/cat_0_6969.jpg,Cataract,GF00114,Test,INCLUDED,cat_0_6969.jpg,cat_0_6969.jpg,/content/drive/MyDrive/Cataract/Data_Clean_LeakageControlled_FINAL/Test/Cataract/cat_0_6969.jpg
